,0
990,"24% Off!

Firbon A4 Paper Cutter 12 Inch Titanium Paper Trimmer Scrapbooking Tool with Automatic Security Safeguard… https://t.co/BApKGrzPox"
991,"Every new Shibe's first day in CryptoTwitter. ^_^ 
$DOGE #Dogecoin #GoDoNice #KeepDogeAbsurd 
#ReZero #Crypto… https://t.co/8LicYGj3mI"
992,"Time to redirect all rigs to mine #BCH?
#BTC #eth #ltc #dogecoin @dogecoin @Bitcoin @ethereum"
993,"RT @Marius87268122: #LFG  @elonmusk 😅😅    
 #TigerForces are with You🚀🚀🚀🚀🚀🚀🐅🐅🐅🐅 @Tiger_King_Coin
 #YearOfTheTiger   
 #tkingapenny  
 #Save…"
995,"@TheCeloDoge Amazing project @donquiz9 @Youngpundit1 @ZiDebbie1 @ErhieguekeA @CrownedGold @chinenye05

#cDOGEx… https://t.co/XesMPBfbto"
999,RT @DogeMemer007: Hardwork will pay off for #Dogecoin https://t.co/tnAQ1Al3KI
1000,"RT @ZeldaInu: ❤️🐕❤️Who is ready for another giveaway⁉️⁉️
🐕🐕FOR THE DOGS🐕🐕 @BartBaker @Bitboy_Crypto @CryptoKuiil @TheMoonCarl @Shibtoken @d…"
1004,"@elonmusk Ilan is a great man, a kind man. Thanks to your mother, tweet and support Baby Dogecoin for good currency. https://t.co/wqMyJaeBUS"
1006,"@TheCeloDoge Keep going. Keep expanding and make a blast in the market
@Bane362 
@Dambir9 
@Fnoy12 
#cDOGEx… https://t.co/xwZ7cHalt9"
1014,@solo_authentic @Investments_CEO @dogecoin @BabyDogeCoin @cz_binance @binance @Shibtoken @ShytoshiKusama #babydogecoin
1015,RT @LitoBunnySarah: 😱🔊Just imagined if @MattWallace888 was @elonmusk son! #Dogecoin and #Blinu to the MOOOOOOON!!!🚀🚀🚀 @babylamboinu #ZeldaI…
1027,@kryptochay 🚨⚡📢 #dogecoin #shinainu #saitama #flokie #shinja #VOLT $VOLT #VOLTINU #VOLTARMY #100xgem #Voltoshi… https://t.co/dUQzmCv1f8
1033,"@elonmusk Can we purchase with Dogecoin?
In india"
1037,"RT @KittycoinSOL: 🐈3,690,000 KITTYCOIN SOL GIVEAWAY RAFFLE CONTEST🐈

✅FOLLOW @KittycoinSOL &amp; POST YOUR KITTYCOIN ADDRESS IN THE COMMENT SEC…"
1041,"RT @MarsDoge1: #SpaceX
#Tesla
#Doge
#Dogecoin
#DoOnlyGoodEveryday 

Photos: SpaceX launches CSG-2 mission, lands booster at Cape Canaveral…"
1044,#dogecoin https://t.co/TAMHHiWkdc
1046,"The current price of one DOGE is now: $0.1427, 0% change in the last hour!

One MDOGE is worth $142,719.8344.

Tota… https://t.co/ITrw1IqHfy"
1048,"RT @RTRcrypto: New feature on #FEGcharts coming soon!

@FEGtoken
$FEG $ROX
#SmartDeFi #Launchpad #BSCGem #FEG #trading #Crypto #BTC #ETH #S…"
1049,"#SpaceX
#Tesla
#Doge
#Dogecoin
#DoOnlyGoodEveryday 

Photos: SpaceX launches CSG-2 mission, lands booster at Cape C… https://t.co/gXpr5FwD1N"
1055,"💵 US$ 0.000000004218 
📉 24h: -0.20% 
📅 Last update: 02/02/2022 - 06:04:00 UTC 
#babydoge #babydogecoin #dogearmy #dogecoin #dogeswap"
1066,"#doge1 ready to the moon?
#alonmusk @elonmusk  @dogecoin #dogecoin"
1069,"RT @CommJimDoherty: Sail on silver girl
Sail on by
Your time has come to shine
All your dreams are on their way
#dogecoin https://t.co/ZJ3X…"
1078,"RT @KittycoinSOL: 3,690,000 KITTYCOIN SOL GIVEAWAY RAFFLE CONTEST

✅FOLLOW @KittycoinSOL &amp; POST YOUR KITTYCOIN ADDRESS IN THE COMMENT SECTI…"
1080,"$DOGE to 1$ , $DOGE is worth:$0.14 
24h volume:$388,206,408.17
Percentage change for the past hour :0.07%
Current M… https://t.co/vRfThADjTi"
1087,#love #earnmoney #money #affiliate #digitalmarketing #affiliate #shoponline   #digitalmarketing #gift #shopping… https://t.co/RpEcAA4lkO
1090,Running Dogecoin https://t.co/pIeoaxbRo3
1093,#Dogecoin to $1 is inevitable :)
1098,"@TheCeloDoge Very nice project

@ChitexworldA
@Celestinemary2
@Cazad121

#cDOGEx #CeloDoge #CELO #BSC #FTM #airdrop #memecoin #dogecoin"
1100,Current #DOGE Price is $0.142757 #Dogecoin #Crypto #ToTheMoon🌕
1107,@BabyDogeInfo @WhiteBit Yes baby dogecoin 🔝🔝
1128,"@TheCeloDoge good projrct
@NicoRobin_69
 
@chocolatoys
 
@Lukhmann_

#cDOGEx #CeloDoge #CELO #BSC #FTM #airdrop #memecoin #dogecoin"
1133,@CryptoKatty_ #dogecoin
1138,#orderonline #bitcoin #tumblr #twitter #facebook #instagram #dogecoin #socialmedia #tiktok #doge #deal #gift #gifts… https://t.co/rVvalshRhl
1157,@elonmusk @NoahWebb_ @WholeMarsBlog @tkrisher Will FSD10.10 render Dogecoin?
1161,@coinotag @wagmitraders @dogecoin @WagmiOffice DMW3dNJ1D8SVgGtduPBuipZTT9AJHiphak
1164,"RT @cryptoooutsider: #Vitalik #Buterin Confirms He’ll Help in Moving #Dogecoin to Proof-of-Stake (PoS) Network ⛏️
https://t.co/VEPmwON9R0"
1167,"Di jual gambar #NFT #Opensea bisa menggunakan koin #Doge 
DHhWNWbazNmdVwP2XyASWnzfeiCXg9e9JC  ( 5.000.000 koin doge… https://t.co/pjMekjiISs"
1179,Guys Would you take it in the pooper to promote world peace ? #WorldPeace #ElonMusk #dogecoin
1183,RT @IsmaelARocha: @elmerooro @cryptonyta Esto es lo peor de la iglesia universal combinado con lo peor de Herbalife combinado con lo peor d…
1201,"@TheCeloDoge #cDOGEx #CeloDoge #CELO #BSC #FTM #airdrop #memecoin #dogecoin
Great project definitely developed by a… https://t.co/CcpQGgkHRp"
1204,@Crypto_Dep @Shibtoken @dogecoin @catecoin @RealFlokiInu @DogelonMars @ShibInformer @BabyDogeCoin @MegaBitcoinBTC… https://t.co/OHUjDYIPyd
1211,#makemoneyonline #digitalmarketing #network #networkmarketing #onlineearning #affiliate #shoponline… https://t.co/YxouXbTuxV
1212,@elonmusk @Erdayastronaut Hey Elon I just wanted to let you know I tried to buy a Tesla on website with #Dogecoin a… https://t.co/XsjzBgJK6y
1213,"48% Off!

Fiskars 01-004761J Softgrip Scissors Straight Stainless Steel, 8 Inch

https://t.co/zYHOHapGcU

#BwcDeals… https://t.co/E2aRjJFnZM"
1214,RT @eko_diplomatik: Vitalik Buterin’den çarpıcı Dogecoin açıklaması! https://t.co/kz91QP0HnL
1219,"RT @dogecoinhunter: 📢 KIRILMA ANI ! 
Merkezi Teksas'ta bulunan ve Uzay Endüstrisi alanında hizmet veren #IntuitiveMachines firmasının resmi…"
1220,"Dogecoin (DOGE) Sets New Record Reaches 486,439
Holders   https://t.co/wM8otec8PR    #Diamante #Blockchain #DiamCircle"
1221,@TheCeloDoge The project is implemented professionally and has a clear development plan. Made by a very professiona… https://t.co/GdZcPG0vJw
1225,"@TheCeloDoge Good project 👍 
#cDOGEx #CeloDoge #CELO #BSC #FTM #airdrop #memecoin #dogecoin 
@Daniar84362307 @84gulum @XtDaFRIAc0KIqiz"
1229,"@LamboXApes @TheReaperCoin @XRPjunkies Much WOW!

We are so excited to meet you all!!  Tickets are available now, g… https://t.co/RSy4r0r87W"
1230,@elonmusk @SpaceXFan97 @alexmd2 @SpaceX #DiscoverDogecoin | #Dogecoin https://t.co/UzH8ofkAC1
1231,"@TheCeloDoge Nice project and great project sir

@Sagor317 
@Rafliest1 
@ardi_isnan 

#cDOGEx #CeloDoge #CELO #BSC… https://t.co/GxgxOUxm8b"
1232,"@TheCeloDoge This is a really good project
@emmeyrandz @ibraheem_salawu @t_tobbies 

#cDOGEx #CeloDoge #CELO #BSC… https://t.co/UKcRZG0cqd"
1233,@LazyTrainsUK https://t.co/3CCAcddKU6 #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity… https://t.co/p6yq19oOKI
1234,"I bet #dogecoin goes POS, before @ethereum does. Just a hunch...👀"
1237,RT @inevitable360: Want one 🤪 #Doge #Dogecoin https://t.co/N0Dz0II2uo
1238,@LazyTrainsUK https://t.co/3CCAcddKU6 #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity… https://t.co/gWuL1UedBW
1240,RT @BardhylTahiri: #dogecoin just wait... https://t.co/hfV5pM5LrM
1242,@Arcnguyentoan https://t.co/3CCAcddKU6 #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity… https://t.co/3pGJTXWGCU
1246,@TheCeloDoge This is amazing! I hope this project will growing bigger and successful 🔥 #cDOGEx #CeloDoge #CELO #BSC… https://t.co/WCA1ijhE0J
1247,"By {menanginpliss} Token of #BNB, 

@CryptoInu_ABCD
 is the next #SHIB #dogecoin for 2022. Audit by SolidProof.… https://t.co/CiNQb5VIjz"
1248,@GoldtheGoodGod https://t.co/3CCAcddKU6 #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity… https://t.co/O5X7t6fiPy
1252,RT @dogecoin: @elonmusk @McDonalds https://t.co/fT5iQRYCpe
1253,RT @dogesuppporteam: #dogecoin #doge $doge #Ethereum https://t.co/rJJNUdXMsf
1255,@Drop_Your_NFT_ https://t.co/3CCAcddKU6 #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity… https://t.co/Y4u4zZFLvD
1256,"Good project

@Rafliest1 
@Sagor317 
@ardi_isnan 

#cDOGEx #CeloDoge #CELO #BSC #FTM #airdrop #memecoin #dogecoin https://t.co/y7Wdj5UE6m"
1257,"Currently, 1 $DOGE = $0.142800.

At this rate, a #Tesla Model Y costs:
• Long Range: 343,068 Ɖ
• Performance: 427,1… https://t.co/KcpJm78KTr"
1259,"Retweet if you’re holding one of the following

- @BabyDogeCoin 
- @dogecoin 
- @InuKishu 

#BabyDogeCoin #dogecoin #kishuinu"
1260,RT @pythadoge: CyberDoge 😎 #dogearmy #dogecoin https://t.co/51xOP73StL
1261,@NFT_Collector__ https://t.co/3CCAcddKU6 #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity… https://t.co/AovJoaclW9
1262,"JUST IN: THIS PLAY-TO-EARN #MEME #COIN IS UP OVER 270% TODAY, OUTPERFORMING #DOGECOIN AND SHIBA INU https://t.co/6JaPJj0oZ8"
1265,@ShivG_ https://t.co/3CCAcddKU6 #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity #NFTCommmunity… https://t.co/0Wd1vEKJGT
1266,@elonmusk SpaceX Starlink Accept Dogecoin payment?
1267,@Artistwithwords @opensea https://t.co/3CCAcddKU6 #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft… https://t.co/FATHPcBbhp
1269,Vitalik Buterin’den çarpıcı Dogecoin açıklaması! https://t.co/kz91QP0HnL
1271,@DOMIVAKERO https://t.co/3CCAcddKU6 #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity… https://t.co/9YRbgPog5v
1272,RT @dogesuppporteam: #dogecoin #DogecoinToTheMoon #Dogecointo1Dollar 🚀💚🌑 https://t.co/0swewkIP9d
1273,RT @MattWallace888: A lot of people are massively underestimated how strong the #dogecoin community is
1276,@olelazim https://t.co/3CCAcddKU6 #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity… https://t.co/YegCWITP6p
1277,".CryptoFig
.
.
.You can buy, sell, and trade bitcoin and other cryptocurrencies.
.
.
.
 https://t.co/RFvyMPnm23
.
.… https://t.co/v7lKY7577m"
1280,@olelazim https://t.co/3CCAcddKU6 #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity… https://t.co/DZE9NkJQY0
1282,"@TheCeloDoge This token Will Boom And It Is Recommended To My Crypto Friends, Don't Think More Just Go For It… https://t.co/sLfR1g3vOR"
1283,"RT @Ancientdogehdlr: #Blinu delivers ✅.

Here’s the proof ! 

Good to see such notifications !! 

To the Moooooon !!!!

@babylamboinu @Matt…"
1284,"Baby Doge, Shiba Inu And Kishu Inu कौन बढेगा ज्यादा ? Baby Dogecoin News... https://t.co/g2njXhv32X via @YouTube"
1285,@elonmusk Dude you fucked all of us with #dogecoin you should try to make it go up this month please
1286,RT @divinegrackle: #dogecoin is a peaceful protest
1288,RT @LitoBunnySarah: #Blinu IS GOING TO 3 CENTS!! WHAT THE HECK ARE YOU WAITING FOR??? HURRY GET IN! 🐰‼️❤️🚀🚀🚀🚀🚀🚀@babylamboinu #SAFEMOON #Shi…
1290,"RT @KingsVerdict: #dogecoin is going to the moon, literally. 🐕🚀🌕"
1294,#HistoricalNFTs #dogecoin 2014 @LeonidasNFT https://t.co/qPU91cdZsS
1296,"@TheCeloDoge Really exciting project, happy to participate in this project, surely this project has lots of potenti… https://t.co/75CrKCmAK5"
1298,"Follow for hourly #DOGE update, much wow🐕

- Hourly closing of #DOGE: $0.1428
- Hourly price change: 0.14 %📈
- 12 h… https://t.co/6EZC3gKXhG"
1299,"@elonmusk 
#Dogecoin
Coinmarketcap Dogcoin dropped from no 10 to number 11"
1305,#orderonline #bitcoin #tumblr #twitter #facebook #instagram #dogecoin #socialmedia #tiktok #doge #deal #gift #gifts… https://t.co/IRVTiu0mrl
1306,"#CheemsInu #cheems #CHEEMSINUARMY #CHEEMSARMY $CINU #BSC #BSCGem #Doge
#Dogecoin #ShibaInu #cryptocurrency #Binance… https://t.co/PEMg56o4bs"
1314,"📢Attention explorers!📢🚰

Funky Hour started❗

Get 8 credits ⭐ every 3 minutes❗❗❗

Best of luck and thank you for al… https://t.co/3dN92H5Mis"
1316,RT @HofDPizza: House of Dough now accepting Dogecoin! #AcceptDoge https://t.co/nBQeuv3Gjg
1317,"The current price of one DOGE is now: $0.1427, 0% change in the last hour!

One MDOGE is worth $142,719.8344.

Tota… https://t.co/zM1Q2Cglgy"
1318,The current Doge coin price is: $0.1428 #DogeCoin
1319,"Current price of DogeCoin: 0.12678€

$DOGE #DOGECOIN #DogecoinToTheMoon
06:00:02 AM - 02.02.2022"
1322,"▲ DOGECOIN Bullish Momentum ▲
Momentum is now increasing in a bullish direction.
Current Price: $0.1429
#doge… https://t.co/5SYTYTuZyK"
1324,The current value of 1 DOGE in USD is: $0.14285 (📉 down 0.000100 so far today). #dogecoin
1327,Bitcoin'in düşüşüyle piyasada yeni çıkan coinler degerlenmeye başladı bile bence en yenilere odaklanmak daha mantık… https://t.co/VncUxVHKJ3
1328,"@TheCeloDoge Nice and a good project,,success and health always for the team,,,
Go..go..go..go🚀🚀🚀🚀
@desiihokicityx… https://t.co/KDKv3yuCf7"
1331,RT @alkabadshah: Which #cryptocurrency(s) should we add as an available payment option in addition to CC when you buy @sacredbioscienc prod…
1333,This project looking very interesting.The project has a lot of attractions so hopefully the project will be better… https://t.co/D3iu4hPcfu
1337,Elon Musk gives a run down of which crypto is important #Shiba #ShibaInu #Dogecoin #cryptocurrecy #Bitcoin         … https://t.co/asTZRCCQhN
1341,"THIS IS HUGE: SHIBA NEWS, DOGECOIN, CRYPTO!!!!!!! MASSIVE [BREAKING] #SHIBAINU #DOGECOIN #CRYPTO https://t.co/CTO1mv9UUc"
1342,@TheCeloDoge This project looking very interesting.The project has a lot of attractions so hopefully the project wi… https://t.co/TbpvoRQZgn
1343,"RT @WhaleInsider: Which crypto will explode in 2022? 

1. #Dogecoin 
2. #PulseChain 
3. #PulseX
4. #BabyDogeCoin  
5. #DogelonMars  
6. #Sh…"
1344,"#DOGECOIN #BTC #SHIB #Cryptonews eToro vermeldt Bancor, Ankr, dYdX en 0x - https://t.co/xpo1Xbk2jq - eToro heeft aa… https://t.co/WgRfSMvp2r"
1345,@Drop_Your_NFT_ https://t.co/webQeuKRPD #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity… https://t.co/33QUbNRAkf
1349,Elon Musk Says He Dont Own Any Shib And Why #Shib #shiba     #ShibAMA #SHIBARMY #shibainu #ShibaArmyStrong #BTC    … https://t.co/MXcVUQzqyG
1350,@NFTart_4D https://t.co/webQeuKRPD #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity… https://t.co/a51M2LkvIX
1354,Good night Dogecoin Family!
1357,"When people are not shy !
A collector with enlightened taste, connoisseur of the history of our humanity had the de… https://t.co/5xDLdnnt8i"
1359,@ConcreteXCrypto https://t.co/webQeuKRPD #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity… https://t.co/DWL5acoJTl
1362,"👶🧸New Project Starts🧸👶
🧸Mining ⛏️
🧸Farming 🌱
🧸NFTGame 🎮

#NFT #NFTCommunity #NFTGiveaway #ElonMusk #NFTs #BNB… https://t.co/tpVIDeKzGY"
1363,@ConcreteXCrypto https://t.co/webQeuKRPD #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity… https://t.co/zIn6icLbf3
1364,"RT @Piyush_Kataruka: Do you want @McDonalds to accept dogecoin? #dogecoin #AcceptDoge

YES               YES             YES
👇…"
1366,"60% Off!

Magnolia Table, Volume 2: A Collection of Recipes for Gathering

https://t.co/jyipxx9TbR

#BwcDeals… https://t.co/FdySPALqsa"
1367,@LazyTrainsUK https://t.co/webQeuKRPD #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity… https://t.co/aa1T8h3H92
1368,"1: Bitcoin price is $38414.77 (-0.27% 1h)
2: Ethereum price is $2759.83 (-0.21% 1h)
3: Tether price is $1.00 (-0.01… https://t.co/8cRuvlN29E"
1370,"DOGE is at 0.143 USD [00:55]
Follow to get price updates as you scroll Twitter!
#dogecoin #dogearmy #shibaarmy… https://t.co/FQg457Wm33"
1371,@_creativethings https://t.co/webQeuKRPD #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity… https://t.co/v7yvAebcQ6
1374,"RT @RJSemG: @kasta_app The adoption of cryptocurrencies is increasing, there is currently @doge_cola , the first crypto drink inspired by D…"
1375,@_creativethings https://t.co/webQeuKRPD #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity… https://t.co/23V1YVGaoy
1377,"RT @Duitgratis6: @9ZEROESS We want to kill 9 zeroes!!! 🔥💪🚀

What do u think?? 🤔💭

It's happened 2022? 2023? 2024? 2025? 2026? Or after ten…"
1378,@Pixelartbit1 https://t.co/webQeuKRPD #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity… https://t.co/xPXDuWpYIB
1379,"RT @RJSemG: @kucoincom The adoption of cryptocurrencies is increasing, there is currently @doge_cola , the first crypto drink inspired by D…"
1381,@Pixelartbit1 https://t.co/webQeuKRPD #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity… https://t.co/EVigVGboIX
1383,"RT @RJSemG: @healthy_pockets @MicroStrategy The adoption of cryptocurrencies is increasing, there is currently @doge_cola , the first crypt…"
1384,"Di jual gambar #NFT #opensea 
Bisa menggunakan dompet #Doge 
DHhWNWbazNmdVwP2XyASWnzfeiCXg9e9JC  ( 150.000 coin dog… https://t.co/ycUAAzijWr"
1386,@bcc_nft https://t.co/webQeuKRPD #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity #NFTCommmunity… https://t.co/FJidccSFCx
1387,"RT @hardbitspace: BitTorrent 10000.
Retweet this entry.  Collect 110 retweets and a new BONUSCODE. #Shiba +100BTT #btt #BitTorrent 
#Bitcoi…"
1390,"RT @RJSemG: @crypto The adoption of cryptocurrencies is increasing, there is currently @doge_cola , the first crypto drink inspired by Doge…"
1391,@PixelToolsNFT https://t.co/webQeuKRPD #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity… https://t.co/dxosNp7tgY
1392,RT @divinegrackle: Waiting for Costco to accept #dogecoin... https://t.co/CAUTae2syP
1394,"Failure is not the opposite of success, it’s part of success #memes #dogecoin #bitcoin #NFT #blockchain… https://t.co/hB8F0hGjgb"
1398,@PixelToolsNFT https://t.co/webQeuKRPD #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity… https://t.co/30e1g4CXpH
1401,@PixelToolsNFT https://t.co/webQeuKRPD #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity… https://t.co/tiD5f12q9o
1403,@Nftshiil https://t.co/webQeuKRPD #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity… https://t.co/GKA4RBddPA
1405,"RT @KittycoinSOL: 🐈10,000 FREE KITTYCOIN AIRDROP🐈

Kittycoin (KSOL) is a Solana memecoin with a soon to launch Exchange &amp; NFT Platform.

In…"
1406,@Nftshiil https://t.co/webQeuKRPD #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity… https://t.co/nkJxP9FZLN
1407,@Nftshiil https://t.co/webQeuKRPD #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity… https://t.co/hqKVhb5lM9
1408,"RT @RJSemG: @WendyRogersAZ The adoption of cryptocurrencies is increasing, there is currently @doge_cola , the first crypto drink inspired…"
1410,@nftartslab https://t.co/webQeuKRPD #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity… https://t.co/imVRCudBJ4
1411,"RT @RJSemG: @itsALLrisky The adoption of cryptocurrencies is increasing, there is currently @doge_cola , the first crypto drink inspired by…"
1414,@nftdropradar https://t.co/webQeuKRPD #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity… https://t.co/oRDlhp8Ugj
1415,@nftdropradar https://t.co/webQeuKRPD #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity… https://t.co/fZQnZV4ybq
1416,"RT @RJSemG: @ParisHilton The adoption of cryptocurrencies is increasing, there is currently @doge_cola , the first crypto drink inspired by…"
1419,@nftdropradar https://t.co/webQeuKRPD #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity… https://t.co/2k5nrzVsAA
1421,RT @TOPDOGE007: #Dogecoin is going to be a complete game-changer for the payment world.
1422,"Dogecoin price analysis: DOGE consolidates around $0.142 marker

https://t.co/NYpDfHB1dm"
1424,"Very interesting project with specific goals, a good product and a great team that will certainly achieve its goals… https://t.co/BctNuQQLFB"
1428,@AlexZeNft https://t.co/webQeuKRPD #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity… https://t.co/KM04lZ4eMx
1430,"RT @RJSemG: @LifeNewsHQ The adoption of cryptocurrencies is increasing, there is currently @doge_cola , the first crypto drink inspired by…"
1433,@Bard_NFT https://t.co/webQeuKRPD #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity… https://t.co/okZsViG3Lb
1434,"RT @RJSemG: @MattWallace888 The adoption of cryptocurrencies is increasing, there is currently @doge_cola , the first crypto drink inspired…"
1435,Boy I hope dogecoin hits a all time high
1436,"Thank you for this huge opportunity, let’s go to the moon😌😋💯🚀🚀🚀
@MarsStunna 
@6ixsongs 
@adisasamod

#cDOGEx… https://t.co/bfOHOWxkCf"
1437,@MetaFATGUY https://t.co/webQeuKRPD #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity… https://t.co/T5Pc5z2E5o
1439,"RT @KittycoinSOL: 🐈50,000,000 KITTYCOIN SOL GIVEAWAY RAFFLE CONTEST🐈

How to Enter:
✅Follow @KittycoinSOL
✅Retweet &amp; Tag 2 Friends
✅Signup…"
1440,RT @DogecoinGalaxy: It's pretty cool to think that #dogecoin will be on the moon soon 🤍
1441,@RufusPlay1 https://t.co/webQeuKRPD #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity… https://t.co/FJXwfWQQOy
1443,"RT @ALL_IN_MCDOGE_1: If you're DUMB enough to sell #Dogecoin you don't deserve what's next.

🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀

#DOGEISDUMB2022 

GOOD LUCK SHIL…"
1444,@bussinbearsnfts https://t.co/webQeuKRPD #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity… https://t.co/914XW54lB2
1445,"@TheCeloDoge Thank you for this huge opportunity, let’s go to the moon😌😋💯🚀🚀🚀
@MarsStunna 
@6ixsongs 
@adisasamod
0x… https://t.co/y4RJ8gbbVe"
1448,@Drop_Your_NFT_ https://t.co/webQeuKRPD #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity… https://t.co/tQeyY0GasS
1449,#freelance #freelancer #freelancing #affiliate #affiliate #shoponline   #digitalmarketing #gift #shopping #gifts… https://t.co/NaMBRm2kFz
1451,@Drop_Your_NFT_ https://t.co/webQeuKRPD #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity… https://t.co/Zc3mKv9IW8
1455,"This Play-To-Earn Meme Coin Is Up Over 270% Today, Outperforming Dogecoin And Shiba Inu - Benzinga via BTCnews for… https://t.co/ue7dbm9Pwy"
1456,@changerart https://t.co/webQeuKRPD #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity… https://t.co/QzEw0P3kjh
1458,"$egc
今週金曜日AMAでどうなるか…

今年の×100銘柄として紹介されてた。
Bitcoin, Shiba Inu, Dogecoin Price Prediction 2022 https://t.co/p27wYJBEfF"
1460,@russ1mitchell @elonmusk The ONLY coin that is worth for ALL mechant is #SHIB NOT the useless #dogecoin being pump… https://t.co/01BQJsbnJI
1464,@WatcherGuru @elonmusk #dogecoin and all #memecoin related is dead for ever
1468,"Vitalik Buterin confirms he’s assisting in Dogecoin’s Proof-of-Stake transition
https://t.co/uJ61g0rcLY

$doge $eth #Bitcoin #Crypto"
1469,"By {@aciityx} Token of #BNB , 

@CryptoInu_ABCD is the next #SHIB #dogecoin for 2022. Audit by SolidProof. #BSC: 0x… https://t.co/CUxPPiRlNd"
1476,My parents after investing in @dogecoin : https://t.co/AVFww2F6er
1480,"RT @Duitgratis6: 💎💎💎💎💎🚀🚀🚀🚀🚀🚀🚀

@DOGEZILLACOIN @elonmusk @9ZEROESS #dogezilla #DogeZillaCoin #Dogezillarmy #CertikAUDIT #dogecoin #shiba #Sa…"
1483,"RT @adind_adin26: Di jual gambar #NFT #opensea 
Pembayaran bisa lewat dompet #Doge DHhWNWbazNmdVwP2XyASWnzfeiCXg9e9JC   ( 20.000 $Doge ) ID…"
1486,#partytime #bitcoin #tumblr #twitter #facebook #instagram #dogecoin #socialmedia #tiktok #doge #deal #gift #gifts… https://t.co/3y232R0DNx
1490,"RT @thedogecoiner: DOGE is at 0.143 USD [00:55]
Follow to get price updates as you scroll Twitter!
#dogecoin #dogearmy #shibaarmy #shibarm…"
1491,RT @dogesuppporteam: Time for #dogecoin to rise and shine 🚀🚀🚀🚀🚀🚀🚀💚💚💫🌑
1492,"$Doge be lookin’ like a seismographs today👀😔
#Doge #Dogecoin https://t.co/BaVjKtJPht"
1494,"RT @BwcDeals: 58% Off!

Cricut - 2004060 Ultimate Fine Point Pen Set, 30 Pack, Assorted

https://t.co/9VFlropjDN

#BwcDeals #Dogecoin #nfts…"
1495,RT @IAmDogeBot: Current #DOGE Price is $0.142667 #Dogecoin #Crypto #ToTheMoon🌕
1496,RT @GenXdoger: #doge #dogecoin https://t.co/gz4AXhBN50
1497,@changerart https://t.co/qIE1qJRT6A #doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #nft #NFTCommunity… https://t.co/dAe4nwocfm
1498,"@DogzToken This is a great project. 
@AquaBitAirdrop 
@fort_swap 
@FortProtocol 
@elonshiller 
#Doge #Dogecoin #Dogz #DogzToken"
